"id","decimal","hex","tagsite","tagdate","genus_species","sex","reproductive_status","age","contact_name","contact_email"
"*985111000929234",985.111000929234,"3D9.19D82BC3D2","big_hatchet","8/26/2021","Leptonycteris yerbabuenae","male","non-reproductive","juvenile","Kathryn Stoner","kstoner@arizona.edu"
"*985111000929236",985.111000929236,"3D9.19D82BC3D4","big_hatchet","8/26/2021","Leptonycteris yerbabuenae","male","non-reproductive","subadult","Kathryn Stoner","kstoner@arizona.edu"
"*985111000929235",985.111000929235,"3D9.19D82BC3D3","big_hatchet","8/26/2021","Leptonycteris yerbabuenae","female","non-reproductive","adult","Kathryn Stoner","kstoner@arizona.edu"
"*985111000929237",985.111000929237,"3D9.19D82BC3D5","big_hatchet","8/26/2021","Leptonycteris yerbabuenae","male","non-reproductive","juvenile","Kathryn Stoner","kstoner@arizona.edu"
"*985111000929233",985.111000929233,"3D9.19D82BC3D1","big_hatchet","8/26/2021","Leptonycteris yerbabuenae","female","non-reproductive","subadult","Kathryn Stoner","kstoner@arizona.edu"
"*985111000929242",985.111000929242,"3D9.19D82BC3DA","big_hatchet","8/26/2021","Leptonycteris yerbabuenae","female","non-reproductive","juvenile","Kathryn Stoner","kstoner@arizona.edu"
"*989001006772117",989.001006772117,"3DD.003C021F95","big_hatchet","8/26/2021","Leptonycteris yerbabuenae","female","non-reproductive","juvenile","Kathryn Stoner","kstoner@arizona.edu"
"*989001006772118",989.001006772118,"3DD.003C021F96","big_hatchet","8/26/2021","Leptonycteris yerbabuenae","male","non-reproductive","juvenile","Kathryn Stoner","kstoner@arizona.edu"
"*989001006772135",989.001006772135,"3DD.003C021FA7","big_hatchet","8/26/2021","Leptonycteris yerbabuenae","male","non-reproductive","juvenile","Kathryn Stoner","kstoner@arizona.edu"
"*989001006772166",989.001006772166,"3DD.003C021FC6","big_hatchet","8/26/2021","Leptonycteris yerbabuenae","male","non-reproductive","juvenile","Kathryn Stoner","kstoner@arizona.edu"
"*989001006772163",989.001006772163,"3DD.003C021FC3","big_hatchet","8/28/2021","Leptonycteris yerbabuenae","female","non-reproductive","subadult","Kathryn Stoner","kstoner@arizona.edu"
"*989001006772190",989.00100677219,"3DD.003C021FDE","big_hatchet","8/29/2021","Leptonycteris yerbabuenae","female","non-reproductive","subadult","Kathryn Stoner","kstoner@arizona.edu"
"*982091064357318",982.091064357318,"3D6.1533DBD1C6","cdmx_1_F","9/1/2021","Leptonycteris yerbabuenae","male","non-scrotal","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357326",982.091064357326,"3D6.1533DBD1CE","cdmx_1_F","9/2/2021","Leptonycteris yerbabuenae","female","non-reproductive","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357322",982.091064357322,"3D6.1533DBD1CA","cdmx_2_F","9/9/2021","Leptonycteris yerbabuenae","female","non-reproductive","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357316",982.091064357316,"3D6.1533DBD1C4","cdmx_2_F","9/9/2021","Leptonycteris yerbabuenae","female","non-reproductive","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357357",982.091064357357,"3D6.1533DBD1ED","cdmx_2_F","9/9/2021","Leptonycteris yerbabuenae","female","non-reproductive","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*989001006772119",989.001006772119,"3DD.003C021F97","big_hatchet","9/10/2021","Leptonycteris yerbabuenae","male","non-reproductive","juvenile","Kathryn Stoner","kstoner@arizona.edu"
"*989001006772138",989.001006772138,"3DD.003C021FAA","big_hatchet","9/11/2021","Leptonycteris yerbabuenae","male","non-reproductive","subadult","Kathryn Stoner","kstoner@arizona.edu"
"*989001006772122",989.001006772122,"3DD.003C021F9A","silver_city_2_F","9/15/2021","Leptonycteris yerbabuenae","male","non-reproductive","juvenile","Kathryn Stoner","kstoner@arizona.edu"
"*989001006772189",989.001006772189,"3DD.003C021FDD","silver_city_2_F","9/15/2021","Leptonycteris yerbabuenae","male","non-reproductive","juvenile","Kathryn Stoner","kstoner@arizona.edu"
"*989001006772139",989.001006772139,"3DD.003C021FAB","silver_city_2_F","9/15/2021","Leptonycteris yerbabuenae","male","non-reproductive","juvenile","Kathryn Stoner","kstoner@arizona.edu"
"*989001006772123",989.001006772123,"3DD.003C021F9B","silver_city_2_F","9/15/2021","Leptonycteris yerbabuenae","male","non-reproductive","adult","Kathryn Stoner","kstoner@arizona.edu"
"*989001006772109",989.001006772109,"3DD.003C021F8D","silver_city_2_F","9/15/2021","Leptonycteris yerbabuenae","female","post-lactating","adult","Kathryn Stoner","kstoner@arizona.edu"
"*989001006772112",989.001006772112,"3DD.003C021F90","silver_city_2_F","9/15/2021","Leptonycteris yerbabuenae","female","post-lactating","adult","Kathryn Stoner","kstoner@arizona.edu"
"*989001006772113",989.001006772113,"3DD.003C021F91","big_hatchet","9/18/2021","Leptonycteris yerbabuenae","male","non-reproductive","subadult","Kathryn Stoner","kstoner@arizona.edu"
"*989001006772154",989.001006772154,"3DD.003C021FBA","peloncillo_1_F","9/22/2021","Leptonycteris yerbabuenae","female","post-lactating","adult","Kathryn Stoner","kstoner@arizona.edu"
"*989001006772107",989.001006772107,"3DD.003C021F8B","peloncillo_1_F","9/22/2021","Leptonycteris yerbabuenae","female","non-reproductive","juvenile","Kathryn Stoner","kstoner@arizona.edu"
"*989001006772142",989.001006772142,"3DD.003C021FAE","peloncillo_1_F","9/22/2021","Leptonycteris yerbabuenae","male","non-reproductive","subadult","Kathryn Stoner","kstoner@arizona.edu"
"*989001006772159",989.001006772159,"3DD.003C021FBF","peloncillo_1_F","9/22/2021","Leptonycteris yerbabuenae","male","non-reproductive","juvenile","Kathryn Stoner","kstoner@arizona.edu"
"*989001006772128",989.001006772128,"3DD.003C021FA0","peloncillo_1_F","9/22/2021","Leptonycteris yerbabuenae","female","post-lactating","adult","Kathryn Stoner","kstoner@arizona.edu"
"*989001006772160",989.00100677216,"3DD.003C021FC0","peloncillo_1_F","9/22/2021","Leptonycteris yerbabuenae","female","non-reproductive","subadult","Kathryn Stoner","kstoner@arizona.edu"
"*989001006772167",989.001006772167,"3DD.003C021FC7","peloncillo_1_F","9/22/2021","Leptonycteris yerbabuenae","female","non-reproductive","subadult","Kathryn Stoner","kstoner@arizona.edu"
"*989001006772156",989.001006772156,"3DD.003C021FBC","peloncillo_1_F","9/22/2021","Leptonycteris yerbabuenae","female","non-reproductive","juvenile","Kathryn Stoner","kstoner@arizona.edu"
"*989001006772152",989.001006772152,"3DD.003C021FB8","peloncillo_1_F","9/22/2021","Leptonycteris yerbabuenae","female","non-reproductive","juvenile","Kathryn Stoner","kstoner@arizona.edu"
"*989001005772181",989.001005772181,"3DD.003BF2DD95","peloncillo_1_F","9/22/2021","Leptonycteris yerbabuenae","female","non-reproductive","subadult","Kathryn Stoner","kstoner@arizona.edu"
"*989001006772129",989.001006772129,"3DD.003C021FA1","peloncillo_1_F","9/22/2021","Leptonycteris yerbabuenae","female","non-reproductive","subadult","Kathryn Stoner","kstoner@arizona.edu"
"*989001006772134",989.001006772134,"3DD.003C021FA6","silver_city_1_F","10/12/2021","Leptonycteris yerbabuenae","female","non-reproductive","subadult","Kathryn Stoner","kstoner@arizona.edu"
"*989001006772125",989.001006772125,"3DD.003C021F9D","silver_city_1_F","10/12/2021","Leptonycteris yerbabuenae","male","non-reproductive","subadult","Kathryn Stoner","kstoner@arizona.edu"
"*989001006772133",989.001006772133,"3DD.003C021FA5","silver_city_1_F","10/12/2021","Leptonycteris yerbabuenae","male","non-reproductive","juvenile","Kathryn Stoner","kstoner@arizona.edu"
"*989001006772195",989.001006772195,"3DD.003C021FE3","silver_city_1_F","10/12/2021","Leptonycteris yerbabuenae","male","non-reproductive","juvenile","Kathryn Stoner","kstoner@arizona.edu"
"*989001006772137",989.001006772137,"3DD.003C021FA9","silver_city_1_F","10/12/2021","Leptonycteris yerbabuenae","male","non-reproductive","juvenile","Kathryn Stoner","kstoner@arizona.edu"
"*989001006772179",989.001006772179,"3DD.003C021FD3","silver_city_3_F","10/17/2021","Leptonycteris yerbabuenae","female","non-reproductive","juvenile","Kathryn Stoner","kstoner@arizona.edu"
"*982091064357091",982.091064357091,"3D6.1533DBD0E3","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357021",982.091064357021,"3D6.1533DBD09D","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357051",982.091064357051,"3D6.1533DBD0BB","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357626",982.091064357626,"3D6.1533DBD2FA","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357639",982.091064357639,"3D6.1533DBD307","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357615",982.091064357615,"3D6.1533DBD2EF","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357620",982.09106435762,"3D6.1533DBD2F4","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357689",982.091064357689,"3D6.1533DBD339","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357673",982.091064357673,"3D6.1533DBD329","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357659",982.091064357659,"3D6.1533DBD31B","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357047",982.091064357047,"3D6.1533DBD0B7","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357679",982.091064357679,"3D6.1533DBD32F","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357671",982.091064357671,"3D6.1533DBD327","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357666",982.091064357666,"3D6.1533DBD322","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357608",982.091064357608,"3D6.1533DBD2E8","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357662",982.091064357662,"3D6.1533DBD31E","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357640",982.09106435764,"3D6.1533DBD308","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357627",982.091064357627,"3D6.1533DBD2FB","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357669",982.091064357669,"3D6.1533DBD325","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357678",982.091064357678,"3D6.1533DBD32E","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357092",982.091064357092,"3D6.1533DBD0E4","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357693",982.091064357693,"3D6.1533DBD33D","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357101",982.091064357101,"3D6.1533DBD0ED","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357107",982.091064357107,"3D6.1533DBD0F3","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357057",982.091064357057,"3D6.1533DBD0C1","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357035",982.091064357035,"3D6.1533DBD0AB","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357024",982.091064357024,"3D6.1533DBD0A0","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357104",982.091064357104,"3D6.1533DBD0F0","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357106",982.091064357106,"3D6.1533DBD0F2","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357044",982.091064357044,"3D6.1533DBD0B4","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357027",982.091064357027,"3D6.1533DBD0A3","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357083",982.091064357083,"3D6.1533DBD0DB","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357070",982.09106435707,"3D6.1533DBD0CE","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357100",982.0910643571,"3D6.1533DBD0EC","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357105",982.091064357105,"3D6.1533DBD0F1","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357013",982.091064357013,"3D6.1533DBD095","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357028",982.091064357028,"3D6.1533DBD0A4","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357042",982.091064357042,"3D6.1533DBD0B2","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357038",982.091064357038,"3D6.1533DBD0AE","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357011",982.091064357011,"3D6.1533DBD093","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357084",982.091064357084,"3D6.1533DBD0DC","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357069",982.091064357069,"3D6.1533DBD0CD","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357049",982.091064357049,"3D6.1533DBD0B9","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357076",982.091064357076,"3D6.1533DBD0D4","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357077",982.091064357077,"3D6.1533DBD0D5","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357080",982.09106435708,"3D6.1533DBD0D8","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357066",982.091064357066,"3D6.1533DBD0CA","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357095",982.091064357095,"3D6.1533DBD0E7","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357012",982.091064357012,"3D6.1533DBD094","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357072",982.091064357072,"3D6.1533DBD0D0","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357058",982.091064357058,"3D6.1533DBD0C2","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357017",982.091064357017,"3D6.1533DBD099","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357032",982.091064357032,"3D6.1533DBD0A8","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357046",982.091064357046,"3D6.1533DBD0B6","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357078",982.091064357078,"3D6.1533DBD0D6","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357064",982.091064357064,"3D6.1533DBD0C8","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357096",982.091064357096,"3D6.1533DBD0E8","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357050",982.09106435705,"3D6.1533DBD0BA","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357014",982.091064357014,"3D6.1533DBD096","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357019",982.091064357019,"3D6.1533DBD09B","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357087",982.091064357087,"3D6.1533DBD0DF","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357053",982.091064357053,"3D6.1533DBD0BD","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357054",982.091064357054,"3D6.1533DBD0BE","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357025",982.091064357025,"3D6.1533DBD0A1","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357040",982.09106435704,"3D6.1533DBD0B0","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357029",982.091064357029,"3D6.1533DBD0A5","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357089",982.091064357089,"3D6.1533DBD0E1","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357041",982.091064357041,"3D6.1533DBD0B1","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357037",982.091064357037,"3D6.1533DBD0AD","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357086",982.091064357086,"3D6.1533DBD0DE","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357034",982.091064357034,"3D6.1533DBD0AA","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357052",982.091064357052,"3D6.1533DBD0BC","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357082",982.091064357082,"3D6.1533DBD0DA","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357031",982.091064357031,"3D6.1533DBD0A7","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357010",982.09106435701,"3D6.1533DBD092","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357103",982.091064357103,"3D6.1533DBD0EF","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357022",982.091064357022,"3D6.1533DBD09E","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357008",982.091064357008,"3D6.1533DBD090","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357060",982.09106435706,"3D6.1533DBD0C4","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357033",982.091064357033,"3D6.1533DBD0A9","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357074",982.091064357074,"3D6.1533DBD0D2","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357068",982.091064357068,"3D6.1533DBD0CC","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357063",982.091064357063,"3D6.1533DBD0C7","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357048",982.091064357048,"3D6.1533DBD0B8","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357099",982.091064357099,"3D6.1533DBD0EB","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357026",982.091064357026,"3D6.1533DBD0A2","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357079",982.091064357079,"3D6.1533DBD0D7","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357061",982.091064357061,"3D6.1533DBD0C5","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357097",982.091064357097,"3D6.1533DBD0E9","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357036",982.091064357036,"3D6.1533DBD0AC","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357018",982.091064357018,"3D6.1533DBD09A","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357059",982.091064357059,"3D6.1533DBD0C3","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357067",982.091064357067,"3D6.1533DBD0CB","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357045",982.091064357045,"3D6.1533DBD0B5","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357071",982.091064357071,"3D6.1533DBD0CF","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357098",982.091064357098,"3D6.1533DBD0EA","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357056",982.091064357056,"3D6.1533DBD0C0","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357009",982.091064357009,"3D6.1533DBD091","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357088",982.091064357088,"3D6.1533DBD0E0","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357065",982.091064357065,"3D6.1533DBD0C9","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357073",982.091064357073,"3D6.1533DBD0D1","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*982091064357020",982.09106435702,"3D6.1533DBD09C","juxtlahuaca","1/15/2022","Leptonycteris yerbabuenae","female","lactating","adult","Rodrigo Medellín","medellin@iecologia.unam.mx"
"*989001038918638",989.001038918638,"3DD.003DECA3EE","navachiste","2/22/2022","Leptonycteris yerbabuenae","female","pregnant","adult","Veronica Zamora-Gutierrez","zamora.gtz@gmail.com"
